Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
410769,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2016,06/01/2016,8.93,
410742,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Summer 2016,06/01/2016,8.05,
177883,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,Flushing - Clearview,Summer 2011,06/01/2011,11.24,
130427,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,403,Flushing - Clearview,2013,01/01/2013,5.1,
212672,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Winter 2013-14,12/01/2013,13.13,
643540,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2019,01/01/2019,10.97,
825784,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Summer 2022,06/01/2022,13.62824594,
176657,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2012,12/01/2011,29.5,
167703,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Annual Average 2012,12/01/2011,22.81,
167691,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2012,12/01/2011,34.48,
212670,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Winter 2013-14,12/01/2013,12.51,
649690,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2019,01/01/2019,6.61,
742486,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2020-21,12/01/2020,6.886115731,
669778,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2020,01/01/2020,6.37,
649725,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Winter 2018-19,12/01/2018,7.79,
874479,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2023,06/01/2023,9.152812817,
175909,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2009,06/01/2009,19.25,
176707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2013,12/01/2012,18.71,
740955,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2021,01/01/2021,18.27860184,
165876,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Winter 2010-11,12/01/2010,25.49,
741135,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Annual Average 2021,01/01/2021,22.2763914,
336816,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2014-15,12/01/2014,26.73,
176035,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2012,06/01/2012,16.49,
740954,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2021,06/01/2021,14.52333154,
649938,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,Morrisania and Crotona (CD3),Winter 2018-19,12/01/2018,7.43,
213946,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Summer 2014,06/01/2014,9.39,
177878,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Summer 2011,06/01/2011,13.12,
410775,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2016,06/01/2016,8.12,
410754,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Summer 2016,06/01/2016,8.97,
649765,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Annual Average 2019,01/01/2019,6.19,
605767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2017-18,12/01/2017,7.62,
212702,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Winter 2013-14,12/01/2013,10.95,
177164,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Winter 2008-09,12/01/2008,15.16,
825972,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2022,01/01/2022,15.40449668,
643492,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2019,01/01/2019,19.7,
211574,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2013-14,12/01/2013,27.94,
602896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Winter 2017-18,12/01/2017,25.21,
175347,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2010-11,12/01/2010,26.24,
825778,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2022,06/01/2022,13.42292044,
179278,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2010-11,12/01/2010,28.19,
179438,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2013,12/01/2012,19.86,
336477,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2014-15,12/01/2014,23.92,
179343,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Summer 2009,06/01/2009,20.83,
549746,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2017,01/01/2017,19.35,
826043,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2022,06/01/2022,11.80435772,
167701,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Annual Average 2012,12/01/2011,24.46,
649768,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Annual Average 2019,01/01/2019,6.24,
170322,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2011,12/01/2010,10.23,
650016,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Winter 2018-19,12/01/2018,7.03,
669928,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2020,01/01/2020,5.97,
669931,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2020,01/01/2020,5.67,
874819,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Summer 2023,06/01/2023,8.452351572,
411048,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2016,06/01/2016,8.42,
178423,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2009,12/01/2008,15.03,
178507,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2011,12/01/2010,13.93,
649737,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Winter 2018-19,12/01/2018,11.66,
178424,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2009,12/01/2008,12.75,
167732,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2012,12/01/2011,21.06,
825837,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2022,06/01/2022,22.45229124,
669856,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2020,01/01/2020,6.21,
170321,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Annual Average 2011,12/01/2010,10.3,
170203,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Annual Average 2009,12/01/2008,10.78,
213970,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Summer 2014,06/01/2014,8.99,
669925,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Annual Average 2020,01/01/2020,6.11,
178422,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Annual Average 2009,12/01/2008,14.24,
167725,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2012,12/01/2011,21.92,
167784,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2013,12/01/2012,21.36,
336735,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Winter 2014-15,12/01/2014,35.01,
649722,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Winter 2018-19,12/01/2018,7.59,
669781,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2020,01/01/2020,6.35,
649819,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2019,01/01/2019,6.31,
605821,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Winter 2017-18,12/01/2017,8.39,
605860,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Winter 2017-18,12/01/2017,7.62,
823384,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407,Southwest Queens,Annual Average 2022,01/01/2022,5.534000948,
177224,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Winter 2010-11,12/01/2010,13.35,
131444,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406,Fresh Meadows,2009-2011,01/01/2009,47.7,
130820,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406,Fresh Meadows,2005-2007,01/01/2005,54.8,
130795,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,202,Downtown - Heights - Slope,2005-2007,01/01/2005,99.3,
130810,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2005-2007,01/01/2005,139.1,
131434,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2009-2011,01/01/2009,88.6,
518911,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2012-2014,01/02/2012,75.55813166,
628456,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2015-2017,01/01/2015,193.1,
175314,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Winter 2009-10,12/01/2009,37.4,
602802,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2018,06/01/2018,12.36,
667257,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2020,06/01/2020,9.49,
175376,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2011-12,12/01/2011,22.15,
176594,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Annual Average 2011,12/01/2010,21.06,
212417,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2014,06/01/2014,15.4,
166810,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2012,06/01/2012,21.94,
166869,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2013,06/01/2013,21.63,
602966,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2018,01/01/2018,19.34,
167739,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2012,12/01/2011,19.41,
175886,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Summer 2009,06/01/2009,22.6,
176684,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2013,12/01/2012,22.85,
740916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2021,01/01/2021,20.5549156,
175340,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2010-11,12/01/2010,32.23,
740979,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2021,01/01/2021,19.0002808,
336576,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2014-15,12/01/2014,26.22,
874338,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2023,06/01/2023,9.490783626,
212822,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2014,06/01/2014,9.59,
874461,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2023,06/01/2023,9.441759835,
334036,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2015,01/01/2015,9.78,
742216,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Winter 2020-21,12/01/2020,6.807999778,
605915,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2018,01/01/2018,8.7,
411001,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2016,12/31/2015,7.79,
605963,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2018,01/01/2018,6.97,
410736,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2016,06/01/2016,7.95,
410735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Winter 2015-16,12/01/2015,8.41,
177818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2010,06/01/2010,13.32,
177860,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2011,06/01/2011,12.84,
177839,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Summer 2010,06/01/2010,12.81,
167737,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2012,12/01/2011,19.34,
169373,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Summer 2010,06/01/2010,11.74,
169389,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2010,06/01/2010,11.18,
169448,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2011,06/01/2011,10.9,
411119,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2015-16,12/01/2015,7.32,
411120,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2016,06/01/2016,7.43,
411072,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Summer 2016,06/01/2016,8.1,
550019,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2017,01/01/2017,22.74,
336756,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Winter 2014-15,12/01/2014,24.14,
167726,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2012,12/01/2011,21.25,
826007,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2022,06/01/2022,13.73915166,
165897,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Winter 2010-11,12/01/2010,30.64,
166664,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2009,06/01/2009,21.21,
167785,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2013,12/01/2012,20.69,
165898,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2010-11,12/01/2010,26.23,
166665,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2009,06/01/2009,15.52,
336768,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Winter 2014-15,12/01/2014,26.09,
166638,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2009,06/01/2009,24.69,
165871,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Winter 2010-11,12/01/2010,30.92,
167759,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2013,12/01/2012,22.32,
166815,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2012,06/01/2012,18.97,
166874,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2013,06/01/2013,18.47,
741167,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2021,06/01/2021,13.42672839,
412666,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2016,12/31/2015,24,
740966,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2021,06/01/2021,20.18785794,
178497,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Annual Average 2011,12/01/2010,9.55,
212800,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Summer 2014,06/01/2014,7.64,
823450,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102,Northeast Bronx,Annual Average 2022,01/01/2022,6.032611817,
173089,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2008-09,12/01/2008,14.66,
669766,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2020,01/01/2020,8.18,
827469,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2017-2019,01/01/2017,147,
175400,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2011-12,12/01/2011,31.61,
549832,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2017,06/01/2017,28.61,
602775,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2018,06/01/2018,26.13,
549801,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2016-17,12/01/2016,25.18,
549352,386,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2017,06/01/2017,25.23,
670944,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2020,06/01/2020,29.47,
549362,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2017,06/01/2017,30.93,
605265,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2018,06/01/2018,31.33,
547496,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2016-17,12/01/2016,7.91,
130407,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,204,East New York,2013,01/01/2013,0.1,
649674,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2018-19,12/01/2018,7.31,
212835,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Summer 2014,06/01/2014,7.57,
874422,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Summer 2023,06/01/2023,8.221625406,
334075,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Annual Average 2015,01/01/2015,7.29,
649788,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Winter 2018-19,12/01/2018,6.43,
669715,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Annual Average 2020,01/01/2020,5.34,
178524,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Annual Average 2011,12/01/2010,9.29,
178440,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Annual Average 2009,12/01/2008,9.63,
547569,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Summer 2017,06/01/2017,8.35,
547571,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Winter 2016-17,12/01/2016,7.7,
669620,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2020,06/01/2020,6.71,
547584,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2017,06/01/2017,8.64,
173153,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2009-10,12/01/2009,9.29,
173221,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2011-12,12/01/2011,8.96,
212092,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2014,12/01/2013,8.36,
174219,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Annual Average 2012,12/01/2011,9.59,
175889,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Summer 2009,06/01/2009,19.51,
176561,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2010,12/01/2009,22.49,
740988,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2021,01/01/2021,13.91228672,
549885,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2016-17,12/01/2016,17.51,
549883,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2017,06/01/2017,7.77,
602826,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2018,06/01/2018,6.28,
175416,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Winter 2011-12,12/01/2011,15.98,
667305,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Summer 2020,06/01/2020,7.29,
823379,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Summer 2022,06/01/2022,6.112348152,
823364,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Summer 2022,06/01/2022,6.339157976,
174241,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2012,12/01/2011,8.58,
174236,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Annual Average 2012,12/01/2011,8.04,
334170,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Winter 2014-15,12/01/2014,8.82,
547585,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406,Bayside Little Neck-Fresh Meadows,Annual Average 2017,01/01/2017,7.04,
176073,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2013,06/01/2013,24.15,
549364,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2017,06/01/2017,35.19,
605267,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2018,06/01/2018,35.18,
670942,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2020,06/01/2020,31.49,
605235,386,Ozone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2018,06/01/2018,29.68,
175318,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2009-10,12/01/2009,35.16,
549841,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2017,06/01/2017,22.95,
178520,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Annual Average 2011,12/01/2010,8.44,
212831,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2014,06/01/2014,7.37,
212809,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Summer 2014,06/01/2014,8.27,
874311,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2023,06/01/2023,8.334285294,
823444,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2022,01/01/2022,6.06439456,
173091,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2008-09,12/01/2008,14.47,
178425,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2009,12/01/2008,12.08,
178509,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Annual Average 2011,12/01/2010,11.44,
177239,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2010-11,12/01/2010,11.57,
827439,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,409,Southeast Queens,2017-2019,01/01/2017,35,
130823,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,409,Southeast Queens,2005-2007,01/01/2005,73.8,
827438,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2017-2019,01/01/2017,46,
130824,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2005-2007,01/01/2005,152.7,
130802,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2005-2007,01/01/2005,19.7,
827460,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2017-2019,01/01/2017,14,
131448,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2009-2011,01/01/2009,111.8,
